Code;end date;Group/Investment;ISIN;Perf Y1;Perf Y3;Perf Y5;Vol Y1;Vol Y3;Vol Y5
EUCA001010;07/04/2014;EAA Fund Multistrategy USD;;1.58%;;;4.19%;;
EUCA000528;07/04/2014;EAA Fund US Large-Cap Value Equity;;21.25%;;;10.55%;;
EUCA000853;07/04/2014;EAA Fund US Mid-Cap Equity;;26.42%;;;11.90%;;
EUCA000691;07/04/2014;EAA Fund USD Corporate Bond;;1.75%;;;3.27%;;
EUCA000746;07/04/2014;EAA Fund USD Flexible Allocation;;6.85%;;;5.49%;;
EUCA000583;07/04/2014;EAA Fund USD High Yield Bond;;6.73%;;;3.30%;;
FOUSA08SQ4;07/04/2014;FTSE Italia AllShare PR EUR;;40.47%;;;21.81%;;
FOUSA08IE9;07/04/2014;ICE BofA EUR Overnight OR TR EUR;;0.13%;;;0.01%;;
FOUSA05UOK;07/04/2014;ICE BofA Euro Corporate TR EUR;;3.90%;;;2.69%;;
FOUSA08BV1;07/04/2014;ICE BofA Euro Subod Fin TR EUR;;9.26%;;;3.57%;;
F000016NOS;07/04/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.35%;;;0.02%;;
XIUSA04CX8;07/04/2014;ICE BofA US 3M Trsy Bill TR USD;;0.07%;;;0.04%;;
XIUSA04EPI;07/04/2014;ICE BofA US High Yield TR USD;;7.51%;;;3.63%;;
FOUSA07WOV;07/04/2014;MSCI Europe NR EUR;;18.67%;;;14.56%;;
FOUSA09G33;07/04/2014;MSCI US Small Cap Growth NR USD;;32.07%;;;19.84%;;
XIUSA04FKR;07/04/2014;MSCI USA Value NR USD;;20.30%;;;13.62%;;
XIUSA04G92;07/04/2014;S&P 500 TR USD;;21.90%;;;13.92%;;
FOUSA06GBU;07/04/2014;TOPIX TR JPY;;6.47%;;;29.12%;;
F0GBR05TBZ;31/03/2014;iMGP European Corporate Bds C EUR;LU0167813129;8.28%;;;3.62%;;
F000002OH8;31/03/2014;iMGP Euro Fixed Income I EUR;LU0335770102;5.73%;;;3.83%;;
F00000JPT5;31/03/2014;iMGP Italian Opportunities I EUR;LU0536296873;46.55%;;;20.61%;;
F00000NCCS;31/03/2014;iMGP US High Yield I USD;LU0688633840;7.40%;;;4.11%;;
F00000OU30;31/03/2014;iMGP US Value R USD;LU0821216842;15.29%;;;12.38%;;
F00000Q0N6;31/03/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;15.27%;;
F00000Q0P4;31/03/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;17.09%;;
F00000QHZ0;31/03/2014;iMGP US Core Plus I M USD;LU0970691233;;;;2.84%;;
F00000UQH8;31/03/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;3.62%;;;3.79%;;
XIUSA00108;31/03/2014;Bloomberg Euro Agg Bond TR EUR;;4.57%;;;3.28%;;
XIUSA000MH;31/03/2014;Bloomberg US Interm Credit TR USD;;0.80%;;;3.44%;;
EUCA000564;31/03/2014;EAA Fund EUR Cautious Allocation - Global;;3.07%;;;1.99%;;
EUCA000690;31/03/2014;EAA Fund EUR Corporate Bond;;4.35%;;;1.91%;;
EUCA000587;31/03/2014;EAA Fund EUR Diversified Bond;;3.80%;;;1.77%;;
EUCA000922;31/03/2014;EAA Fund EUR Subordinated Bond;;10.56%;;;1.98%;;
EUCA000511;31/03/2014;EAA Fund Europe Large-Cap Blend Equity;;15.45%;;;11.97%;;
EUCA000621;31/03/2014;EAA Fund GBP Allocation 0-20% Equity;;3.02%;;;2.82%;;
EUCA000640;31/03/2014;EAA Fund Italy Equity;;46.27%;;;17.28%;;
EUCA000915;31/03/2014;EAA Fund Japan Flex-Cap Equity;;28.09%;;;24.74%;;
EUCA000812;31/03/2014;EAA Fund Multistrategy EUR;;2.00%;;;2.69%;;
EUCA001010;31/03/2014;EAA Fund Multistrategy USD;;0.74%;;;4.16%;;
EUCA000528;31/03/2014;EAA Fund US Large-Cap Value Equity;;22.66%;;;10.45%;;
EUCA000853;31/03/2014;EAA Fund US Mid-Cap Equity;;28.81%;;;11.69%;;
EUCA000691;31/03/2014;EAA Fund USD Corporate Bond;;2.04%;;;3.30%;;
EUCA000746;31/03/2014;EAA Fund USD Flexible Allocation;;7.24%;;;5.48%;;
EUCA000583;31/03/2014;EAA Fund USD High Yield Bond;;6.71%;;;3.30%;;
FOUSA08SQ4;31/03/2014;FTSE Italia AllShare PR EUR;;39.30%;;;21.86%;;
FOUSA08IE9;31/03/2014;ICE BofA EUR Overnight OR TR EUR;;0.12%;;;0.01%;;
FOUSA05UOK;31/03/2014;ICE BofA Euro Corporate TR EUR;;4.06%;;;2.69%;;
FOUSA08BV1;31/03/2014;ICE BofA Euro Subod Fin TR EUR;;10.11%;;;3.61%;;
F000016NOS;31/03/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.35%;;;0.02%;;
XIUSA04CX8;31/03/2014;ICE BofA US 3M Trsy Bill TR USD;;0.07%;;;0.04%;;
XIUSA04EPI;31/03/2014;ICE BofA US High Yield TR USD;;7.49%;;;3.63%;;
FOUSA07WOV;31/03/2014;MSCI Europe NR EUR;;15.39%;;;14.69%;;
FOUSA09G33;31/03/2014;MSCI US Small Cap Growth NR USD;;35.28%;;;19.36%;;
XIUSA04FKR;31/03/2014;MSCI USA Value NR USD;;21.22%;;;13.61%;;
XIUSA04G92;31/03/2014;S&P 500 TR USD;;23.00%;;;13.81%;;
FOUSA06GBU;31/03/2014;TOPIX TR JPY;;24.62%;;;29.56%;;
F0GBR05TBZ;24/03/2014;iMGP European Corporate Bds C EUR;LU0167813129;7.65%;;;3.65%;;
F000002OH8;24/03/2014;iMGP Euro Fixed Income I EUR;LU0335770102;5.52%;;;3.86%;;
F00000JPT5;24/03/2014;iMGP Italian Opportunities I EUR;LU0536296873;43.18%;;;20.60%;;
F00000NCCS;24/03/2014;iMGP US High Yield I USD;LU0688633840;7.21%;;;4.12%;;
F00000OU30;24/03/2014;iMGP US Value R USD;LU0821216842;13.63%;;;12.36%;;
F00000Q0N6;24/03/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;15.39%;;
F00000Q0P4;24/03/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;17.11%;;
F00000QHZ0;24/03/2014;iMGP US Core Plus I M USD;LU0970691233;;;;2.90%;;
F00000UQH8;24/03/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;3.58%;;;3.82%;;
XIUSA00108;24/03/2014;Bloomberg Euro Agg Bond TR EUR;;4.71%;;;3.27%;;
XIUSA000MH;24/03/2014;Bloomberg US Interm Credit TR USD;;1.14%;;;3.44%;;
EUCA000564;24/03/2014;EAA Fund EUR Cautious Allocation - Global;;2.59%;;;1.98%;;
EUCA000690;24/03/2014;EAA Fund EUR Corporate Bond;;4.17%;;;1.91%;;
EUCA000587;24/03/2014;EAA Fund EUR Diversified Bond;;3.64%;;;1.76%;;
EUCA000922;24/03/2014;EAA Fund EUR Subordinated Bond;;9.84%;;;2.00%;;
EUCA000511;24/03/2014;EAA Fund Europe Large-Cap Blend Equity;;14.59%;;;11.97%;;
EUCA000621;24/03/2014;EAA Fund GBP Allocation 0-20% Equity;;2.96%;;;2.81%;;
EUCA000640;24/03/2014;EAA Fund Italy Equity;;42.22%;;;17.20%;;
EUCA000915;24/03/2014;EAA Fund Japan Flex-Cap Equity;;18.11%;;;25.04%;;
EUCA000812;24/03/2014;EAA Fund Multistrategy EUR;;1.41%;;;2.68%;;
EUCA001010;24/03/2014;EAA Fund Multistrategy USD;;0.18%;;;4.13%;;
EUCA000528;24/03/2014;EAA Fund US Large-Cap Value Equity;;20.68%;;;10.36%;;
EUCA000853;24/03/2014;EAA Fund US Mid-Cap Equity;;25.33%;;;11.65%;;
EUCA000691;24/03/2014;EAA Fund USD Corporate Bond;;2.13%;;;3.30%;;
EUCA000746;24/03/2014;EAA Fund USD Flexible Allocation;;5.98%;;;5.43%;;
EUCA000583;24/03/2014;EAA Fund USD High Yield Bond;;6.55%;;;3.30%;;
FOUSA08SQ4;24/03/2014;FTSE Italia AllShare PR EUR;;35.91%;;;21.90%;;
FOUSA08IE9;24/03/2014;ICE BofA EUR Overnight OR TR EUR;;0.12%;;;0.01%;;
FOUSA05UOK;24/03/2014;ICE BofA Euro Corporate TR EUR;;4.04%;;;2.69%;;
FOUSA08BV1;24/03/2014;ICE BofA Euro Subod Fin TR EUR;;9.55%;;;3.64%;;
F000016NOS;24/03/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.35%;;;0.02%;;
XIUSA04CX8;24/03/2014;ICE BofA US 3M Trsy Bill TR USD;;0.07%;;;0.04%;;
XIUSA04EPI;24/03/2014;ICE BofA US High Yield TR USD;;7.45%;;;3.64%;;
FOUSA07WOV;24/03/2014;MSCI Europe NR EUR;;14.82%;;;14.76%;;
FOUSA09G33;24/03/2014;MSCI US Small Cap Growth NR USD;;29.15%;;;19.29%;;
XIUSA04FKR;24/03/2014;MSCI USA Value NR USD;;19.10%;;;13.59%;;
XIUSA04G92;24/03/2014;S&P 500 TR USD;;20.96%;;;13.80%;;
FOUSA06GBU;24/03/2014;TOPIX TR JPY;;14.40%;;;29.82%;;
F0GBR05TBZ;17/03/2014;iMGP European Corporate Bds C EUR;LU0167813129;7.54%;;;3.65%;;
F000002OH8;17/03/2014;iMGP Euro Fixed Income I EUR;LU0335770102;5.28%;;;3.85%;;
F00000JPT5;17/03/2014;iMGP Italian Opportunities I EUR;LU0536296873;41.84%;;;20.71%;;
F00000NCCS;17/03/2014;iMGP US High Yield I USD;LU0688633840;7.14%;;;4.12%;;
F00000OU30;17/03/2014;iMGP US Value R USD;LU0821216842;14.37%;;;12.36%;;
F00000Q0N6;17/03/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;15.38%;;
F00000Q0P4;17/03/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;17.11%;;
F00000QHZ0;17/03/2014;iMGP US Core Plus I M USD;LU0970691233;;;;2.87%;;
F00000UQH8;17/03/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;3.54%;;;3.82%;;
XIUSA00108;17/03/2014;Bloomberg Euro Agg Bond TR EUR;;4.49%;;;3.25%;;
XIUSA000MH;17/03/2014;Bloomberg US Interm Credit TR USD;;0.73%;;;3.43%;;
EUCA000564;17/03/2014;EAA Fund EUR Cautious Allocation - Global;;2.44%;;;1.98%;;
EUCA000690;17/03/2014;EAA Fund EUR Corporate Bond;;4.09%;;;1.90%;;
EUCA000587;17/03/2014;EAA Fund EUR Diversified Bond;;3.54%;;;1.75%;;
EUCA000922;17/03/2014;EAA Fund EUR Subordinated Bond;;9.94%;;;2.00%;;
EUCA000511;17/03/2014;EAA Fund Europe Large-Cap Blend Equity;;12.83%;;;11.86%;;
EUCA000621;17/03/2014;EAA Fund GBP Allocation 0-20% Equity;;2.98%;;;2.80%;;
EUCA000640;17/03/2014;EAA Fund Italy Equity;;40.31%;;;17.29%;;
EUCA000915;17/03/2014;EAA Fund Japan Flex-Cap Equity;;18.25%;;;24.96%;;
EUCA000812;17/03/2014;EAA Fund Multistrategy EUR;;1.33%;;;2.69%;;
EUCA001010;17/03/2014;EAA Fund Multistrategy USD;;-1.06%;;;4.03%;;
EUCA000528;17/03/2014;EAA Fund US Large-Cap Value Equity;;21.12%;;;10.40%;;
EUCA000853;17/03/2014;EAA Fund US Mid-Cap Equity;;28.33%;;;11.61%;;
EUCA000691;17/03/2014;EAA Fund USD Corporate Bond;;1.88%;;;3.27%;;
EUCA000746;17/03/2014;EAA Fund USD Flexible Allocation;;6.45%;;;5.41%;;
EUCA000583;17/03/2014;EAA Fund USD High Yield Bond;;6.65%;;;3.29%;;
FOUSA08SQ4;17/03/2014;FTSE Italia AllShare PR EUR;;33.78%;;;22.08%;;
FOUSA08IE9;17/03/2014;ICE BofA EUR Overnight OR TR EUR;;0.12%;;;0.01%;;
FOUSA05UOK;17/03/2014;ICE BofA Euro Corporate TR EUR;;3.88%;;;2.67%;;
FOUSA08BV1;17/03/2014;ICE BofA Euro Subod Fin TR EUR;;9.35%;;;3.64%;;
F000016NOS;17/03/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.35%;;;0.02%;;
XIUSA04CX8;17/03/2014;ICE BofA US 3M Trsy Bill TR USD;;0.07%;;;0.04%;;
XIUSA04EPI;17/03/2014;ICE BofA US High Yield TR USD;;7.46%;;;3.63%;;
FOUSA07WOV;17/03/2014;MSCI Europe NR EUR;;12.91%;;;14.65%;;
FOUSA09G33;17/03/2014;MSCI US Small Cap Growth NR USD;;36.11%;;;19.06%;;
XIUSA04FKR;17/03/2014;MSCI USA Value NR USD;;19.18%;;;13.63%;;
XIUSA04G92;17/03/2014;S&P 500 TR USD;;22.74%;;;13.84%;;
FOUSA06GBU;17/03/2014;TOPIX TR JPY;;13.49%;;;29.83%;;
F0GBR05TBZ;10/03/2014;iMGP European Corporate Bds C EUR;LU0167813129;7.52%;;;3.64%;;
F000002OH8;10/03/2014;iMGP Euro Fixed Income I EUR;LU0335770102;5.46%;;;3.84%;;
F00000JPT5;10/03/2014;iMGP Italian Opportunities I EUR;LU0536296873;39.13%;;;20.67%;;
F00000NCCS;10/03/2014;iMGP US High Yield I USD;LU0688633840;7.07%;;;4.11%;;
F00000OU30;10/03/2014;iMGP US Value R USD;LU0821216842;14.30%;;;12.29%;;
F00000Q0N6;10/03/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;15.24%;;
F00000Q0P4;10/03/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;17.12%;;
F00000QHZ0;10/03/2014;iMGP US Core Plus I M USD;LU0970691233;;;;2.86%;;
F00000UQH8;10/03/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;3.62%;;;3.81%;;
XIUSA00108;10/03/2014;Bloomberg Euro Agg Bond TR EUR;;4.66%;;;3.25%;;
XIUSA000MH;10/03/2014;Bloomberg US Interm Credit TR USD;;1.30%;;;3.39%;;
EUCA000564;10/03/2014;EAA Fund EUR Cautious Allocation - Global;;2.71%;;;1.97%;;
EUCA000690;10/03/2014;EAA Fund EUR Corporate Bond;;4.35%;;;1.90%;;
EUCA000587;10/03/2014;EAA Fund EUR Diversified Bond;;3.62%;;;1.75%;;
EUCA000922;10/03/2014;EAA Fund EUR Subordinated Bond;;9.78%;;;2.02%;;
EUCA000511;10/03/2014;EAA Fund Europe Large-Cap Blend Equity;;13.27%;;;11.74%;;
EUCA000621;10/03/2014;EAA Fund GBP Allocation 0-20% Equity;;2.91%;;;2.79%;;
EUCA000640;10/03/2014;EAA Fund Italy Equity;;37.84%;;;17.27%;;
EUCA000915;10/03/2014;EAA Fund Japan Flex-Cap Equity;;23.90%;;;24.81%;;
EUCA000812;10/03/2014;EAA Fund Multistrategy EUR;;1.91%;;;2.69%;;
EUCA001010;10/03/2014;EAA Fund Multistrategy USD;;-1.47%;;;3.99%;;
EUCA000528;10/03/2014;EAA Fund US Large-Cap Value Equity;;20.96%;;;10.37%;;
EUCA000853;10/03/2014;EAA Fund US Mid-Cap Equity;;27.91%;;;11.61%;;
EUCA000691;10/03/2014;EAA Fund USD Corporate Bond;;2.13%;;;3.27%;;
EUCA000746;10/03/2014;EAA Fund USD Flexible Allocation;;6.47%;;;5.38%;;
EUCA000583;10/03/2014;EAA Fund USD High Yield Bond;;6.68%;;;3.29%;;
FOUSA08SQ4;10/03/2014;FTSE Italia AllShare PR EUR;;29.94%;;;22.21%;;
FOUSA08IE9;10/03/2014;ICE BofA EUR Overnight OR TR EUR;;0.11%;;;0.01%;;
FOUSA05UOK;10/03/2014;ICE BofA Euro Corporate TR EUR;;4.23%;;;2.67%;;
FOUSA08BV1;10/03/2014;ICE BofA Euro Subod Fin TR EUR;;9.35%;;;3.65%;;
F000016NOS;10/03/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.35%;;;0.02%;;
XIUSA04CX8;10/03/2014;ICE BofA US 3M Trsy Bill TR USD;;0.07%;;;0.04%;;
XIUSA04EPI;10/03/2014;ICE BofA US High Yield TR USD;;7.48%;;;3.62%;;
FOUSA07WOV;10/03/2014;MSCI Europe NR EUR;;13.19%;;;14.57%;;
FOUSA09G33;10/03/2014;MSCI US Small Cap Growth NR USD;;35.62%;;;18.90%;;
XIUSA04FKR;10/03/2014;MSCI USA Value NR USD;;19.19%;;;13.53%;;
XIUSA04G92;10/03/2014;S&P 500 TR USD;;22.92%;;;13.71%;;
FOUSA06GBU;10/03/2014;TOPIX TR JPY;;18.78%;;;29.76%;;
F0GBR05TBZ;03/03/2014;iMGP European Corporate Bds C EUR;LU0167813129;8.18%;;;3.66%;;
F000002OH8;03/03/2014;iMGP Euro Fixed Income I EUR;LU0335770102;5.99%;;;3.84%;;
F00000JPT5;03/03/2014;iMGP Italian Opportunities I EUR;LU0536296873;39.10%;;;20.73%;;
F00000NCCS;03/03/2014;iMGP US High Yield I USD;LU0688633840;7.90%;;;4.10%;;
F00000OU30;03/03/2014;iMGP US Value R USD;LU0821216842;15.59%;;;12.27%;;
F00000Q0N6;03/03/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;15.21%;;
F00000Q0P4;03/03/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;17.31%;;
F00000QHZ0;03/03/2014;iMGP US Core Plus I M USD;LU0970691233;;;;2.84%;;
F00000UQH8;03/03/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;4.55%;;;3.80%;;
XIUSA00108;03/03/2014;Bloomberg Euro Agg Bond TR EUR;;4.97%;;;3.22%;;
XIUSA000MH;03/03/2014;Bloomberg US Interm Credit TR USD;;1.23%;;;3.38%;;
EUCA000564;03/03/2014;EAA Fund EUR Cautious Allocation - Global;;3.40%;;;1.96%;;
EUCA000690;03/03/2014;EAA Fund EUR Corporate Bond;;4.51%;;;1.90%;;
EUCA000587;03/03/2014;EAA Fund EUR Diversified Bond;;3.84%;;;1.74%;;
EUCA000922;03/03/2014;EAA Fund EUR Subordinated Bond;;10.39%;;;2.03%;;
EUCA000511;03/03/2014;EAA Fund Europe Large-Cap Blend Equity;;16.95%;;;11.60%;;
EUCA000621;03/03/2014;EAA Fund GBP Allocation 0-20% Equity;;3.83%;;;2.81%;;
EUCA000640;03/03/2014;EAA Fund Italy Equity;;38.62%;;;17.30%;;
EUCA000915;03/03/2014;EAA Fund Japan Flex-Cap Equity;;29.72%;;;24.79%;;
EUCA000812;03/03/2014;EAA Fund Multistrategy EUR;;2.96%;;;2.67%;;
EUCA001010;03/03/2014;EAA Fund Multistrategy USD;;-0.59%;;;4.01%;;
EUCA000528;03/03/2014;EAA Fund US Large-Cap Value Equity;;23.41%;;;10.37%;;
EUCA000853;03/03/2014;EAA Fund US Mid-Cap Equity;;31.06%;;;11.60%;;
EUCA000691;03/03/2014;EAA Fund USD Corporate Bond;;2.08%;;;3.27%;;
EUCA000746;03/03/2014;EAA Fund USD Flexible Allocation;;7.56%;;;5.35%;;
EUCA000583;03/03/2014;EAA Fund USD High Yield Bond;;7.32%;;;3.28%;;
FOUSA08SQ4;03/03/2014;FTSE Italia AllShare PR EUR;;30.41%;;;22.26%;;
FOUSA08IE9;03/03/2014;ICE BofA EUR Overnight OR TR EUR;;0.11%;;;0.01%;;
FOUSA05UOK;03/03/2014;ICE BofA Euro Corporate TR EUR;;4.35%;;;2.68%;;
FOUSA08BV1;03/03/2014;ICE BofA Euro Subod Fin TR EUR;;9.80%;;;3.67%;;
F000016NOS;03/03/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.35%;;;0.02%;;
XIUSA04CX8;03/03/2014;ICE BofA US 3M Trsy Bill TR USD;;0.07%;;;0.04%;;
XIUSA04EPI;03/03/2014;ICE BofA US High Yield TR USD;;8.17%;;;3.61%;;
FOUSA07WOV;03/03/2014;MSCI Europe NR EUR;;16.85%;;;14.44%;;
FOUSA09G33;03/03/2014;MSCI US Small Cap Growth NR USD;;39.88%;;;18.86%;;
XIUSA04FKR;03/03/2014;MSCI USA Value NR USD;;20.76%;;;13.52%;;
XIUSA04G92;03/03/2014;S&P 500 TR USD;;24.31%;;;13.71%;;
FOUSA06GBU;03/03/2014;TOPIX TR JPY;;25.07%;;;29.77%;;
F0GBR05TBZ;24/02/2014;iMGP European Corporate Bds C EUR;LU0167813129;8.31%;;;3.67%;;
F000002OH8;24/02/2014;iMGP Euro Fixed Income I EUR;LU0335770102;6.14%;;;3.82%;;
F00000JPT5;24/02/2014;iMGP Italian Opportunities I EUR;LU0536296873;41.93%;;;20.32%;;
F00000NCCS;24/02/2014;iMGP US High Yield I USD;LU0688633840;8.03%;;;4.10%;;
F00000OU30;24/02/2014;iMGP US Value R USD;LU0821216842;16.57%;;;12.13%;;
F00000Q0N6;24/02/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;14.16%;;
F00000Q0P4;24/02/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;17.32%;;
F00000QHZ0;24/02/2014;iMGP US Core Plus I M USD;LU0970691233;;;;2.80%;;
F00000UQH8;24/02/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;5.18%;;;3.81%;;
XIUSA00108;24/02/2014;Bloomberg Euro Agg Bond TR EUR;;5.01%;;;3.20%;;
XIUSA000MH;24/02/2014;Bloomberg US Interm Credit TR USD;;1.30%;;;3.37%;;
EUCA000564;24/02/2014;EAA Fund EUR Cautious Allocation - Global;;3.67%;;;1.96%;;
EUCA000690;24/02/2014;EAA Fund EUR Corporate Bond;;4.50%;;;1.89%;;
EUCA000587;24/02/2014;EAA Fund EUR Diversified Bond;;3.83%;;;1.73%;;
EUCA000922;24/02/2014;EAA Fund EUR Subordinated Bond;;10.45%;;;2.04%;;
EUCA000511;24/02/2014;EAA Fund Europe Large-Cap Blend Equity;;20.20%;;;11.43%;;
EUCA000621;24/02/2014;EAA Fund GBP Allocation 0-20% Equity;;4.05%;;;2.82%;;
EUCA000640;24/02/2014;EAA Fund Italy Equity;;39.22%;;;16.83%;;
EUCA000915;24/02/2014;EAA Fund Japan Flex-Cap Equity;;34.87%;;;24.83%;;
EUCA000812;24/02/2014;EAA Fund Multistrategy EUR;;3.39%;;;2.67%;;
EUCA001010;24/02/2014;EAA Fund Multistrategy USD;;-0.27%;;;4.02%;;
EUCA000528;24/02/2014;EAA Fund US Large-Cap Value Equity;;24.59%;;;10.37%;;
EUCA000853;24/02/2014;EAA Fund US Mid-Cap Equity;;32.24%;;;11.58%;;
EUCA000691;24/02/2014;EAA Fund USD Corporate Bond;;2.04%;;;3.26%;;
EUCA000746;24/02/2014;EAA Fund USD Flexible Allocation;;7.53%;;;5.31%;;
EUCA000583;24/02/2014;EAA Fund USD High Yield Bond;;7.39%;;;3.28%;;
FOUSA08SQ4;24/02/2014;FTSE Italia AllShare PR EUR;;31.74%;;;21.86%;;
FOUSA08IE9;24/02/2014;ICE BofA EUR Overnight OR TR EUR;;0.11%;;;0.01%;;
FOUSA05UOK;24/02/2014;ICE BofA Euro Corporate TR EUR;;4.38%;;;2.64%;;
FOUSA08BV1;24/02/2014;ICE BofA Euro Subod Fin TR EUR;;9.85%;;;3.67%;;
F000016NOS;24/02/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.35%;;;0.02%;;
XIUSA04CX8;24/02/2014;ICE BofA US 3M Trsy Bill TR USD;;0.08%;;;0.04%;;
XIUSA04EPI;24/02/2014;ICE BofA US High Yield TR USD;;8.40%;;;3.61%;;
FOUSA07WOV;24/02/2014;MSCI Europe NR EUR;;21.05%;;;14.21%;;
FOUSA09G33;24/02/2014;MSCI US Small Cap Growth NR USD;;42.63%;;;18.67%;;
XIUSA04FKR;24/02/2014;MSCI USA Value NR USD;;22.40%;;;13.50%;;
XIUSA04G92;24/02/2014;S&P 500 TR USD;;25.90%;;;13.68%;;
FOUSA06GBU;24/02/2014;TOPIX TR JPY;;29.20%;;;29.89%;;
F0GBR05TBZ;17/02/2014;iMGP European Corporate Bds C EUR;LU0167813129;7.36%;;;3.77%;;
F000002OH8;17/02/2014;iMGP Euro Fixed Income I EUR;LU0335770102;5.87%;;;3.83%;;
F00000JPT5;17/02/2014;iMGP Italian Opportunities I EUR;LU0536296873;33.38%;;;21.37%;;
F00000NCCS;17/02/2014;iMGP US High Yield I USD;LU0688633840;7.48%;;;4.10%;;
F00000OU30;17/02/2014;iMGP US Value R USD;LU0821216842;13.91%;;;12.28%;;
F00000Q0N6;17/02/2014;iMGP Sustainable Europe I EUR;LU0933606302;;;;14.37%;;
F00000Q0P4;17/02/2014;iMGP US Small&Mid Company Gr I USD;LU0933609405;;;;17.49%;;
F00000QHZ0;17/02/2014;iMGP US Core Plus I M USD;LU0970691233;;;;2.85%;;
F00000UQH8;17/02/2014;iMGP Absolute Return GBP I M GBP;LU1130232017;5.05%;;;3.81%;;
XIUSA00108;17/02/2014;Bloomberg Euro Agg Bond TR EUR;;4.80%;;;3.19%;;
XIUSA000MH;17/02/2014;Bloomberg US Interm Credit TR USD;;1.48%;;;3.37%;;
EUCA000564;17/02/2014;EAA Fund EUR Cautious Allocation - Global;;3.31%;;;1.96%;;
EUCA000690;17/02/2014;EAA Fund EUR Corporate Bond;;4.58%;;;1.89%;;
EUCA000587;17/02/2014;EAA Fund EUR Diversified Bond;;3.72%;;;1.73%;;
EUCA000922;17/02/2014;EAA Fund EUR Subordinated Bond;;9.71%;;;2.08%;;
EUCA000511;17/02/2014;EAA Fund Europe Large-Cap Blend Equity;;17.57%;;;11.60%;;
EUCA000621;17/02/2014;EAA Fund GBP Allocation 0-20% Equity;;4.09%;;;2.84%;;
EUCA000640;17/02/2014;EAA Fund Italy Equity;;31.81%;;;17.77%;;
EUCA000915;17/02/2014;EAA Fund Japan Flex-Cap Equity;;35.31%;;;24.76%;;
EUCA000812;17/02/2014;EAA Fund Multistrategy EUR;;3.07%;;;2.70%;;
EUCA001010;17/02/2014;EAA Fund Multistrategy USD;;0.36%;;;4.04%;;
EUCA000528;17/02/2014;EAA Fund US Large-Cap Value Equity;;20.82%;;;10.59%;;
EUCA000853;17/02/2014;EAA Fund US Mid-Cap Equity;;26.63%;;;11.86%;;
EUCA000691;17/02/2014;EAA Fund USD Corporate Bond;;2.11%;;;3.25%;;
EUCA000746;17/02/2014;EAA Fund USD Flexible Allocation;;5.90%;;;5.35%;;
EUCA000583;17/02/2014;EAA Fund USD High Yield Bond;;6.77%;;;3.28%;;
FOUSA08SQ4;17/02/2014;FTSE Italia AllShare PR EUR;;23.26%;;;22.98%;;
FOUSA08IE9;17/02/2014;ICE BofA EUR Overnight OR TR EUR;;0.11%;;;0.01%;;
FOUSA05UOK;17/02/2014;ICE BofA Euro Corporate TR EUR;;4.58%;;;2.65%;;
FOUSA08BV1;17/02/2014;ICE BofA Euro Subod Fin TR EUR;;9.33%;;;3.70%;;
F000016NOS;17/02/2014;ICE BofA SONIA Overnight Bid TR GBP;;0.36%;;;0.02%;;
XIUSA04CX8;17/02/2014;ICE BofA US 3M Trsy Bill TR USD;;0.09%;;;0.04%;;
XIUSA04EPI;17/02/2014;ICE BofA US High Yield TR USD;;7.87%;;;3.61%;;
FOUSA07WOV;17/02/2014;MSCI Europe NR EUR;;17.97%;;;14.48%;;
FOUSA09G33;17/02/2014;MSCI US Small Cap Growth NR USD;;33.34%;;;19.06%;;
XIUSA04FKR;17/02/2014;MSCI USA Value NR USD;;18.61%;;;13.84%;;
XIUSA04G92;17/02/2014;S&P 500 TR USD;;22.01%;;;14.00%;;
FOUSA06GBU;17/02/2014;TOPIX TR JPY;;28.91%;;;29.80%;;
F0GBR05TBZ;10/02/2014;iMGP European Corporate Bds C EUR;LU0167813129;7.57%;;;3.79%;;
F000002OH8;10/02/2014;iMGP Euro Fixed Income I EUR;LU0335770102;5.88%;;;3.83%;;
